cell_start,cell_end,dayofweek,date,start_hour,bike_id
76,77,2,2017-10-04,18,2
76,256,2,2017-10-04,17,1
76,256,3,2017-10-05,18,1
76,256,4,2017-10-06,14,1
76,257,2,2017-10-04,7,1
76,436,3,2017-10-05,13,1
77,77,3,2017-10-05,12,1
77,77,3,2017-10-05,15,1
77,77,4,2017-10-06,17,2
77,77,4,2017-10-06,23,2
77,256,2,2017-10-04,7,4
77,256,2,2017-10-04,18,2
77,256,3,2017-10-05,0,3
77,256,3,2017-10-05,7,2
77,256,3,2017-10-05,12,2
77,256,3,2017-10-05,18,2
77,256,4,2017-10-06,18,1
77,256,4,2017-10-06,23,1
77,436,3,2017-10-05,0,1
77,436,3,2017-10-05,14,1
77,436,4,2017-10-06,17,1
77,437,4,2017-10-06,17,1
77,796,3,2017-10-05,0,1
77,1152,2,2017-10-04,19,1
77,1155,3,2017-10-05,0,1
77,1157,4,2017-10-06,23,1
79,259,3,2017-10-05,0,3
79,259,4,2017-10-06,23,3
252,253,4,2017-10-06,6,1
252,613,3,2017-10-05,22,1
253,433,3,2017-10-05,0,1
253,433,3,2017-10-05,19,1
253,434,3,2017-10-05,0,1
253,434,3,2017-10-05,21,1
253,613,2,2017-10-04,17,1
253,613,3,2017-10-05,12,1
253,613,4,2017-10-06,19,1
256,75,3,2017-10-05,0,1
256,75,3,2017-10-05,15,1
256,76,2,2017-10-04,6,1
256,76,2,2017-10-04,17,1
256,76,3,2017-10-05,7,1
256,76,3,2017-10-05,13,1
256,76,4,2017-10-06,14,2
256,77,2,2017-10-04,18,2
256,77,3,2017-10-05,0,1
256,77,3,2017-10-05,7,1
256,77,3,2017-10-05,9,1
256,77,3,2017-10-05,12,2
256,77,3,2017-10-05,15,2
256,77,3,2017-10-05,21,1
256,77,4,2017-10-06,17,2
256,256,3,2017-10-05,7,2
256,256,3,2017-10-05,21,1
256,256,4,2017-10-06,7,1
256,256,4,2017-10-06,18,1
256,256,4,2017-10-06,21,1
256,257,2,2017-10-04,7,1
256,257,3,2017-10-05,12,1
256,435,3,2017-10-05,2,1
256,435,3,2017-10-05,13,1
256,436,2,2017-10-04,5,2
256,436,3,2017-10-05,0,1
256,436,3,2017-10-05,7,1
256,617,3,2017-10-05,0,1
256,972,3,2017-10-05,0,1
257,256,2,2017-10-04,12,1
257,256,3,2017-10-05,14,1
257,256,4,2017-10-06,18,1
434,252,3,2017-10-05,0,1
434,253,2,2017-10-04,6,1
434,253,3,2017-10-05,6,1
434,253,4,2017-10-06,6,1
434,256,3,2017-10-05,13,1
434,435,3,2017-10-05,0,2
434,613,2,2017-10-04,19,1
434,615,3,2017-10-05,0,1
434,1154,3,2017-10-05,0,1
434,1330,4,2017-10-06,11,1
434,1511,2,2017-10-04,11,1
435,436,3,2017-10-05,7,1
435,1157,4,2017-10-06,1,1
435,1157,4,2017-10-06,23,1
435,1158,2,2017-10-04,22,1
435,1339,2,2017-10-04,1,1
436,76,3,2017-10-05,8,1
436,77,3,2017-10-05,0,1
436,77,4,2017-10-06,10,1
436,256,2,2017-10-04,7,2
436,256,3,2017-10-05,2,1
436,256,3,2017-10-05,12,1
436,436,4,2017-10-06,1,1
436,436,4,2017-10-06,8,1
436,437,3,2017-10-05,0,3
436,437,4,2017-10-06,7,1
436,437,4,2017-10-06,17,1
436,437,4,2017-10-06,20,3
436,438,2,2017-10-04,14,1
436,615,2,2017-10-04,19,1
436,617,4,2017-10-06,20,1
436,796,3,2017-10-05,15,1
436,976,3,2017-10-05,0,1
436,976,4,2017-10-06,7,1
436,977,3,2017-10-05,1,1
436,977,4,2017-10-06,8,1
436,1154,3,2017-10-05,0,1
436,1156,3,2017-10-05,0,1
436,1158,3,2017-10-05,0,1
436,1518,2,2017-10-04,20,1
437,436,3,2017-10-05,15,2
437,436,4,2017-10-06,18,2
437,437,3,2017-10-05,0,1
437,437,3,2017-10-05,2,1
437,437,3,2017-10-05,21,1
437,437,4,2017-10-06,1,1
437,437,4,2017-10-06,20,1
437,438,3,2017-10-05,7,2
437,615,3,2017-10-05,14,1
437,618,2,2017-10-04,14,1
437,618,3,2017-10-05,0,1
437,619,4,2017-10-06,20,1
437,973,2,2017-10-04,17,1
438,436,4,2017-10-06,7,1
438,437,3,2017-10-05,2,6
438,437,3,2017-10-05,21,1
438,438,2,2017-10-04,21,1
438,438,3,2017-10-05,0,1
438,438,3,2017-10-05,2,3
438,438,3,2017-10-05,7,2
438,438,3,2017-10-05,18,2
438,615,3,2017-10-05,0,1
438,618,2,2017-10-04,14,1
438,618,3,2017-10-05,0,7
438,618,4,2017-10-06,22,1
438,797,3,2017-10-05,0,1
438,797,3,2017-10-05,21,1
438,800,3,2017-10-05,8,1
438,978,3,2017-10-05,0,1
438,1337,3,2017-10-05,0,1
438,1519,4,2017-10-06,19,1
439,619,3,2017-10-05,0,1
445,446,3,2017-10-05,0,1
445,1164,3,2017-10-05,0,1
446,445,2,2017-10-04,21,1
609,1149,3,2017-10-05,0,1
611,791,4,2017-10-06,10,1
612,252,3,2017-10-05,0,1
612,613,3,2017-10-05,7,1
612,615,3,2017-10-05,0,1
612,615,3,2017-10-05,17,1
612,790,4,2017-10-06,7,1
612,791,3,2017-10-05,0,1
612,791,4,2017-10-06,7,1
612,1330,2,2017-10-04,7,1
612,1511,4,2017-10-06,19,1
613,252,2,2017-10-04,6,1
613,252,3,2017-10-05,0,1
613,252,3,2017-10-05,6,1
613,253,3,2017-10-05,7,1
613,253,4,2017-10-06,6,1
613,253,4,2017-10-06,7,1
613,434,3,2017-10-05,6,1
613,435,3,2017-10-05,0,1
613,614,3,2017-10-05,12,1
613,794,3,2017-10-05,0,1
614,794,3,2017-10-05,0,1
614,794,3,2017-10-05,7,1
614,794,4,2017-10-06,18,1
614,1697,2,2017-10-04,17,1
614,1697,3,2017-10-05,17,1
614,1697,4,2017-10-06,17,1
615,436,2,2017-10-04,8,1
615,436,2,2017-10-04,17,1
615,436,4,2017-10-06,14,1
615,438,4,2017-10-06,21,1
615,615,2,2017-10-04,17,2
615,615,2,2017-10-04,19,2
615,615,3,2017-10-05,0,11
615,615,4,2017-10-06,14,1
615,616,2,2017-10-04,14,1
615,616,2,2017-10-04,18,1
615,616,2,2017-10-04,19,1
615,616,3,2017-10-05,14,1
615,616,3,2017-10-05,16,1
615,796,2,2017-10-04,12,1
615,796,3,2017-10-05,6,2
615,796,4,2017-10-06,9,1
615,976,2,2017-10-04,21,1
615,977,4,2017-10-06,20,1
615,1159,3,2017-10-05,0,1
615,1337,3,2017-10-05,0,1
615,1339,3,2017-10-05,6,1
615,1518,3,2017-10-05,0,1
616,434,2,2017-10-04,13,1
616,438,3,2017-10-05,21,1
616,615,2,2017-10-04,12,1
616,615,2,2017-10-04,14,1
616,615,2,2017-10-04,18,1
616,615,3,2017-10-05,0,2
616,615,3,2017-10-05,16,1
616,615,4,2017-10-06,7,1
616,615,4,2017-10-06,14,1
616,616,3,2017-10-05,0,1
616,616,3,2017-10-05,12,1
616,617,4,2017-10-06,19,1
616,796,3,2017-10-05,0,1
616,796,3,2017-10-05,9,1
616,976,3,2017-10-05,0,1
616,1158,4,2017-10-06,1,1
617,437,4,2017-10-06,20,1
617,438,3,2017-10-05,0,1
617,616,3,2017-10-05,10,1
617,797,2,2017-10-04,14,1
617,800,3,2017-10-05,13,1
617,975,3,2017-10-05,0,1
617,1339,3,2017-10-05,19,1
617,1520,3,2017-10-05,0,1
617,1696,2,2017-10-04,13,1
617,1696,4,2017-10-06,11,1
618,437,3,2017-10-05,2,1
618,438,2,2017-10-04,8,1
618,438,2,2017-10-04,21,10
618,615,4,2017-10-06,22,1
618,618,2,2017-10-04,14,1
618,618,3,2017-10-05,0,1
618,619,3,2017-10-05,0,3
618,619,4,2017-10-06,22,4
618,620,2,2017-10-04,8,1
618,800,3,2017-10-05,12,1
618,1157,2,2017-10-04,11,1
618,1339,2,2017-10-04,0,1
618,1339,2,2017-10-04,20,1
618,1339,3,2017-10-05,18,1
618,1339,4,2017-10-06,18,1
618,1519,2,2017-10-04,18,1
618,1519,2,2017-10-04,20,1
618,1519,3,2017-10-05,18,1
619,437,3,2017-10-05,0,1
619,438,3,2017-10-05,0,1
619,616,3,2017-10-05,21,1
619,619,4,2017-10-06,22,1
619,621,2,2017-10-04,7,1
619,799,3,2017-10-05,0,1
619,800,3,2017-10-05,0,1
619,800,4,2017-10-06,10,1
619,1159,3,2017-10-05,0,1
619,1339,4,2017-10-06,16,1
619,1517,3,2017-10-05,0,2
619,1519,4,2017-10-06,5,1
619,1520,3,2017-10-05,5,1
620,619,3,2017-10-05,0,1
620,800,2,2017-10-04,8,1
620,800,2,2017-10-04,22,4
620,800,3,2017-10-05,0,2
620,1159,2,2017-10-04,13,1
621,800,2,2017-10-04,22,1
626,446,3,2017-10-05,0,1
626,626,3,2017-10-05,0,2
626,626,3,2017-10-05,15,1
626,1340,3,2017-10-05,0,1
627,626,3,2017-10-05,10,1
627,806,3,2017-10-05,14,1
788,1327,2,2017-10-04,13,1
790,971,4,2017-10-06,18,1
791,611,4,2017-10-06,11,1
791,790,3,2017-10-05,0,1
791,791,3,2017-10-05,0,1
791,791,4,2017-10-06,7,1
791,791,4,2017-10-06,17,1
791,971,3,2017-10-05,0,1
791,971,3,2017-10-05,17,1
791,1149,4,2017-10-06,20,1
791,1694,3,2017-10-05,0,1
791,1869,3,2017-10-05,0,1
791,1869,3,2017-10-05,7,1
792,253,3,2017-10-05,0,1
792,613,4,2017-10-06,8,1
792,793,3,2017-10-05,9,1
793,791,3,2017-10-05,0,1
793,792,3,2017-10-05,15,1
794,613,3,2017-10-05,0,1
794,614,2,2017-10-04,19,1
794,794,2,2017-10-04,19,7
794,794,3,2017-10-05,0,5
794,794,3,2017-10-05,12,1
794,794,4,2017-10-06,6,4
794,971,2,2017-10-04,12,1
794,973,4,2017-10-06,12,1
794,1150,3,2017-10-05,0,1
796,615,2,2017-10-04,12,1
796,615,3,2017-10-05,9,1
796,615,3,2017-10-05,18,1
796,615,3,2017-10-05,20,1
796,615,4,2017-10-06,16,1
796,615,4,2017-10-06,22,1
796,616,3,2017-10-05,12,1
796,793,3,2017-10-05,0,1
796,796,2,2017-10-04,9,1
796,970,4,2017-10-06,12,1
796,976,2,2017-10-04,17,1
796,1155,2,2017-10-04,17,1
796,1155,3,2017-10-05,0,1
796,1516,3,2017-10-05,6,1
796,1517,2,2017-10-04,16,1
796,1694,2,2017-10-04,17,1
796,1698,3,2017-10-05,0,1
797,619,3,2017-10-05,22,1
797,977,3,2017-10-05,1,1
797,1694,3,2017-10-05,0,1
797,1696,3,2017-10-05,12,1
797,1699,3,2017-10-05,0,1
798,977,2,2017-10-04,13,1
798,978,2,2017-10-04,15,2
800,438,3,2017-10-05,0,1
800,617,3,2017-10-05,11,1
800,617,4,2017-10-06,12,1
800,618,2,2017-10-04,10,1
800,619,2,2017-10-04,18,1
800,619,2,2017-10-04,22,1
800,619,4,2017-10-06,22,1
800,620,2,2017-10-04,10,2
800,620,2,2017-10-04,11,6
800,800,2,2017-10-04,8,6
800,800,3,2017-10-05,0,2
800,803,3,2017-10-05,0,1
800,979,2,2017-10-04,0,1
800,979,3,2017-10-05,0,1
800,1159,2,2017-10-04,17,1
800,1159,3,2017-10-05,0,2
800,1159,3,2017-10-05,20,1
800,1159,4,2017-10-06,18,1
800,1338,3,2017-10-05,0,1
800,1339,3,2017-10-05,21,1
800,1339,4,2017-10-06,18,1
800,1518,3,2017-10-05,0,1
800,1519,3,2017-10-05,14,1
800,1699,3,2017-10-05,0,1
800,1699,4,2017-10-06,0,1
800,1881,3,2017-10-05,17,1
801,800,2,2017-10-04,7,1
801,800,2,2017-10-04,8,1
801,801,3,2017-10-05,0,1
805,806,3,2017-10-05,0,1
805,1163,3,2017-10-05,0,1
806,1164,3,2017-10-05,0,1
808,626,3,2017-10-05,0,1
808,627,3,2017-10-05,14,1
808,806,3,2017-10-05,0,2
808,806,3,2017-10-05,14,1
808,808,3,2017-10-05,0,1
964,1868,4,2017-10-06,23,1
967,964,3,2017-10-05,21,1
967,968,3,2017-10-05,0,1
968,967,2,2017-10-04,18,1
968,1326,2,2017-10-04,8,1
968,1328,2,2017-10-04,18,1
968,2048,3,2017-10-05,0,1
970,790,3,2017-10-05,18,1
970,971,3,2017-10-05,0,1
971,791,3,2017-10-05,0,1
971,793,4,2017-10-06,0,1
971,794,2,2017-10-04,12,1
971,794,3,2017-10-05,12,1
971,972,3,2017-10-05,8,1
971,1150,2,2017-10-04,13,1
971,1150,2,2017-10-04,19,1
971,1151,4,2017-10-06,1,1
971,1151,4,2017-10-06,18,1
971,1151,4,2017-10-06,23,1
971,1691,4,2017-10-06,18,1
971,1872,3,2017-10-05,21,1
972,792,3,2017-10-05,0,1
972,794,3,2017-10-05,0,1
972,794,4,2017-10-06,6,1
972,971,3,2017-10-05,21,1
972,973,2,2017-10-04,19,1
972,1689,2,2017-10-04,6,1
972,1690,3,2017-10-05,8,1
972,1690,4,2017-10-06,8,1
972,1691,2,2017-10-04,12,1
973,794,3,2017-10-05,0,1
973,794,4,2017-10-06,18,1
973,971,3,2017-10-05,12,1
973,973,2,2017-10-04,19,5
973,973,3,2017-10-05,0,1
973,1511,3,2017-10-05,0,1
973,1691,2,2017-10-04,8,1
974,1332,3,2017-10-05,19,1
974,1332,4,2017-10-06,20,1
974,1333,3,2017-10-05,12,1
974,1689,4,2017-10-06,13,1
975,796,3,2017-10-05,17,1
975,976,3,2017-10-05,17,2
975,976,4,2017-10-06,19,1
975,1154,3,2017-10-05,0,1
975,1154,3,2017-10-05,7,1
975,1155,4,2017-10-06,13,4
975,1156,3,2017-10-05,0,1
975,1156,3,2017-10-05,15,1
975,1156,4,2017-10-06,17,1
975,1158,3,2017-10-05,0,1
975,1336,3,2017-10-05,12,3
975,1337,3,2017-10-05,19,1
975,1338,2,2017-10-04,19,1
975,1338,3,2017-10-05,12,1
975,1338,4,2017-10-06,18,1
975,1338,4,2017-10-06,19,1
975,1339,2,2017-10-04,18,1
975,1513,3,2017-10-05,18,1
975,1518,2,2017-10-04,20,1
975,1519,3,2017-10-05,20,1
975,1519,4,2017-10-06,18,1
975,1696,3,2017-10-05,0,2
975,1696,3,2017-10-05,17,1
975,1696,4,2017-10-06,15,1
975,1872,2,2017-10-04,19,1
975,2052,3,2017-10-05,21,1
976,437,3,2017-10-05,10,1
976,615,3,2017-10-05,0,1
976,796,3,2017-10-05,0,1
976,975,3,2017-10-05,10,2
976,975,3,2017-10-05,20,5
976,975,4,2017-10-06,14,1
976,976,2,2017-10-04,9,1
976,976,2,2017-10-04,12,2
976,976,2,2017-10-04,20,1
976,976,3,2017-10-05,0,1
976,976,3,2017-10-05,12,2
976,976,4,2017-10-06,7,2
976,976,4,2017-10-06,8,1
976,976,4,2017-10-06,17,3
976,977,3,2017-10-05,18,1
976,977,4,2017-10-06,14,1
976,977,4,2017-10-06,18,1
976,1155,3,2017-10-05,0,2
976,1155,3,2017-10-05,7,2
976,1155,3,2017-10-05,17,1
976,1155,4,2017-10-06,17,1
976,1156,3,2017-10-05,7,4
976,1156,3,2017-10-05,12,1
976,1156,3,2017-10-05,15,1
976,1156,3,2017-10-05,17,2
976,1156,4,2017-10-06,13,1
976,1157,3,2017-10-05,13,1
976,1332,3,2017-10-05,0,1
976,1336,3,2017-10-05,0,1
976,1336,3,2017-10-05,12,1
976,1337,2,2017-10-04,21,1
976,1337,3,2017-10-05,21,1
976,1337,3,2017-10-05,22,1
976,1337,4,2017-10-06,21,1
976,1338,2,2017-10-04,12,1
976,1338,3,2017-10-05,19,1
976,1338,4,2017-10-06,18,2
976,1339,3,2017-10-05,0,1
976,1339,3,2017-10-05,17,2
976,1339,4,2017-10-06,6,1
976,1340,2,2017-10-04,18,1
976,1512,3,2017-10-05,20,1
976,1517,2,2017-10-04,22,1
976,1517,3,2017-10-05,18,1
976,1519,2,2017-10-04,17,1
976,1519,3,2017-10-05,17,1
976,1519,3,2017-10-05,18,1
976,1519,4,2017-10-06,17,1
976,1522,2,2017-10-04,21,1
976,1698,2,2017-10-04,20,1
976,2052,2,2017-10-04,17,1
977,438,2,2017-10-04,7,1
977,615,3,2017-10-05,10,1
977,617,3,2017-10-05,0,1
977,617,3,2017-10-05,17,1
977,618,3,2017-10-05,0,1
977,618,3,2017-10-05,7,1
977,619,3,2017-10-05,0,1
977,796,3,2017-10-05,0,1
977,797,2,2017-10-04,7,1
977,797,3,2017-10-05,11,1
977,798,3,2017-10-05,1,1
977,975,3,2017-10-05,0,1
977,976,2,2017-10-04,9,1
977,976,3,2017-10-05,0,2
977,976,3,2017-10-05,18,1
977,977,2,2017-10-04,6,1
977,977,2,2017-10-04,10,1
977,977,2,2017-10-04,21,1
977,977,3,2017-10-05,0,1
977,978,2,2017-10-04,21,1
977,1156,3,2017-10-05,7,1
977,1157,2,2017-10-04,14,3
977,1157,4,2017-10-06,8,1
977,1158,2,2017-10-04,0,1
977,1158,2,2017-10-04,8,1
977,1158,4,2017-10-06,7,1
977,1158,4,2017-10-06,23,1
977,1159,4,2017-10-06,23,1
977,1337,2,2017-10-04,20,1
977,1338,2,2017-10-04,18,1
977,1338,3,2017-10-05,5,2
977,1339,2,2017-10-04,14,1
977,1339,3,2017-10-05,6,1
977,1339,3,2017-10-05,7,2
977,1340,3,2017-10-05,0,1
977,1340,3,2017-10-05,14,1
977,1342,3,2017-10-05,0,1
977,1511,3,2017-10-05,0,1
977,1517,3,2017-10-05,0,1
977,1518,3,2017-10-05,20,1
977,1519,2,2017-10-04,6,2
977,1519,2,2017-10-04,9,1
977,1519,3,2017-10-05,11,1
977,1699,3,2017-10-05,0,1
977,1874,3,2017-10-05,0,1
978,619,3,2017-10-05,0,1
978,976,4,2017-10-06,7,1
978,977,3,2017-10-05,0,2
978,977,3,2017-10-05,18,1
978,977,4,2017-10-06,12,1
978,978,2,2017-10-04,20,1
978,978,3,2017-10-05,0,2
978,978,3,2017-10-05,6,2
978,978,3,2017-10-05,22,1
978,978,4,2017-10-06,7,1
978,979,3,2017-10-05,13,1
978,979,4,2017-10-06,7,2
978,1154,2,2017-10-04,7,1
978,1156,2,2017-10-04,7,1
978,1158,2,2017-10-04,12,1
978,1158,4,2017-10-06,4,1
978,1159,3,2017-10-05,0,1
978,1334,3,2017-10-05,0,1
978,1338,3,2017-10-05,20,1
978,1339,2,2017-10-04,6,1
978,1339,2,2017-10-04,16,1
978,1519,4,2017-10-06,6,1
978,1519,4,2017-10-06,18,1
978,1524,3,2017-10-05,0,1
978,1693,3,2017-10-05,0,1
978,1881,2,2017-10-04,6,1
979,259,3,2017-10-05,0,1
979,800,3,2017-10-05,0,1
979,978,3,2017-10-05,20,2
979,978,4,2017-10-06,7,1
979,979,4,2017-10-06,7,1
979,979,4,2017-10-06,21,1
979,980,4,2017-10-06,16,1
979,1159,2,2017-10-04,8,1
979,1159,3,2017-10-05,13,1
979,1881,2,2017-10-04,19,1
980,979,4,2017-10-06,20,1
983,983,3,2017-10-05,18,1
985,1164,3,2017-10-05,8,1
986,808,2,2017-10-04,18,1
1143,1144,3,2017-10-05,9,1
1143,1144,3,2017-10-05,21,1
1143,1144,4,2017-10-06,22,1
1143,1323,4,2017-10-06,11,1
1143,2043,4,2017-10-06,22,1
1144,964,4,2017-10-06,23,1
1144,1143,2,2017-10-04,12,1
1144,1143,3,2017-10-05,3,1
1144,1143,3,2017-10-05,15,1
1144,1143,4,2017-10-06,0,1
1144,1144,3,2017-10-05,0,1
1144,1144,3,2017-10-05,1,1
1144,1144,3,2017-10-05,2,1
1144,1501,3,2017-10-05,23,1
1144,2047,4,2017-10-06,23,1
1148,971,3,2017-10-05,0,1
1148,1148,3,2017-10-05,0,1
1148,1329,3,2017-10-05,6,1
1148,1329,4,2017-10-06,8,1
1148,1509,2,2017-10-04,6,1
1148,1509,2,2017-10-04,9,1
1148,1509,3,2017-10-05,17,1
1148,1688,3,2017-10-05,18,1
1148,1688,4,2017-10-06,18,1
1148,1689,2,2017-10-04,17,1
1148,1869,4,2017-10-06,18,1
1148,1871,2,2017-10-04,10,1
1148,1871,2,2017-10-04,20,1
1148,2230,3,2017-10-05,16,1
1148,2408,4,2017-10-06,9,1
1149,611,3,2017-10-05,8,1
1149,967,3,2017-10-05,21,1
1149,967,4,2017-10-06,21,1
1149,1150,2,2017-10-04,17,1
1149,1328,3,2017-10-05,0,1
1149,1328,3,2017-10-05,8,1
1149,1328,3,2017-10-05,20,1
1149,1329,2,2017-10-04,20,1
1149,1329,4,2017-10-06,8,1
1149,1330,3,2017-10-05,10,1
1149,1330,4,2017-10-06,12,1
1149,1330,4,2017-10-06,22,1
1149,1509,2,2017-10-04,9,1
1149,1683,3,2017-10-05,10,1
1149,1691,2,2017-10-04,23,1
1149,1692,3,2017-10-05,21,1
1149,1869,3,2017-10-05,16,1
1149,1872,3,2017-10-05,19,1
1149,1872,4,2017-10-06,11,1
1149,2409,4,2017-10-06,20,1
1150,969,4,2017-10-06,8,1
1150,970,4,2017-10-06,21,1
1150,971,2,2017-10-04,13,1
1150,972,3,2017-10-05,20,1
1150,977,4,2017-10-06,12,1
1150,1149,4,2017-10-06,19,1
1150,1150,2,2017-10-04,8,1
1150,1153,3,2017-10-05,23,1
1150,1153,4,2017-10-06,23,1
1150,1329,2,2017-10-04,20,1
1150,1329,3,2017-10-05,0,1
1150,1330,2,2017-10-04,17,1
1150,1330,3,2017-10-05,11,1
1150,1330,3,2017-10-05,20,2
1150,1331,3,2017-10-05,17,1
1150,1332,3,2017-10-05,17,1
1150,1333,3,2017-10-05,0,1
1150,1510,4,2017-10-06,21,1
1150,1511,2,2017-10-04,11,1
1150,1512,3,2017-10-05,0,1
1150,1513,3,2017-10-05,0,1
1150,1689,2,2017-10-04,20,1
1150,1689,4,2017-10-06,18,1
1150,1691,2,2017-10-04,21,1
1150,1692,2,2017-10-04,15,1
1150,1869,3,2017-10-05,17,1
1150,1869,3,2017-10-05,20,1
1150,1872,4,2017-10-06,10,1
1150,2230,3,2017-10-05,0,1
1150,2230,4,2017-10-06,11,1
1151,971,3,2017-10-05,18,1
1151,971,4,2017-10-06,7,1
1151,1150,4,2017-10-06,13,1
1151,1151,3,2017-10-05,0,2
1151,1152,4,2017-10-06,20,1
1151,1153,4,2017-10-06,0,1
1151,1330,3,2017-10-05,19,1
1151,1331,3,2017-10-05,0,1
1151,1331,4,2017-10-06,18,1
1151,1331,4,2017-10-06,23,2
1151,1511,3,2017-10-05,17,1
1151,1696,4,2017-10-06,23,1
1152,615,3,2017-10-05,0,1
1152,1152,3,2017-10-05,0,1
1152,1331,4,2017-10-06,19,1
1152,1511,2,2017-10-04,17,1
1152,1691,4,2017-10-06,21,1
1152,1694,3,2017-10-05,23,1
1153,1150,3,2017-10-05,0,1
1153,1150,4,2017-10-06,7,1
1153,1153,3,2017-10-05,0,1
1153,1154,3,2017-10-05,6,1
1153,1159,3,2017-10-05,0,1
1153,1329,3,2017-10-05,0,1
1153,1333,3,2017-10-05,5,1
1153,1334,3,2017-10-05,23,2
1153,1513,2,2017-10-04,5,1
1153,1513,2,2017-10-04,8,1
1153,1513,3,2017-10-05,0,1
1153,1513,3,2017-10-05,8,1
1153,1513,4,2017-10-06,5,1
1153,1513,4,2017-10-06,8,1
1153,1518,3,2017-10-05,19,1
1153,1518,4,2017-10-06,18,1
1153,1696,3,2017-10-05,0,1
1153,1699,4,2017-10-06,19,1
1153,1872,3,2017-10-05,0,1
1153,1872,3,2017-10-05,20,1
1153,1878,3,2017-10-05,0,1
1154,791,3,2017-10-05,0,1
1154,973,3,2017-10-05,0,1
1154,975,3,2017-10-05,0,1
1154,975,3,2017-10-05,20,1
1154,1152,4,2017-10-06,7,1
1154,1153,2,2017-10-04,7,1
1154,1153,3,2017-10-05,0,1
1154,1155,3,2017-10-05,20,1
1154,1155,4,2017-10-06,17,1
1154,1156,3,2017-10-05,0,1
1154,1333,3,2017-10-05,0,2
1154,1333,3,2017-10-05,8,3
1154,1333,4,2017-10-06,14,1
1154,1689,3,2017-10-05,0,1
1154,1691,3,2017-10-05,0,1
1154,1694,3,2017-10-05,0,1
1154,2049,4,2017-10-06,20,1
1155,975,3,2017-10-05,0,1
1155,976,2,2017-10-04,20,3
1155,976,4,2017-10-06,17,1
1155,1153,3,2017-10-05,0,1
1155,1154,3,2017-10-05,0,3
1155,1154,3,2017-10-05,7,2
1155,1154,4,2017-10-06,11,1
1155,1155,3,2017-10-05,0,1
1155,1157,4,2017-10-06,13,1
1155,1333,3,2017-10-05,7,1
1155,1334,3,2017-10-05,12,1
1155,1336,3,2017-10-05,12,1
1155,1337,2,2017-10-04,18,1
1155,1338,2,2017-10-04,17,1
1155,1338,3,2017-10-05,17,1
1155,1338,4,2017-10-06,17,1
1155,1694,2,2017-10-04,21,1
1156,796,3,2017-10-05,9,1
1156,975,3,2017-10-05,17,2
1156,975,4,2017-10-06,12,1
1156,975,4,2017-10-06,14,1
1156,976,3,2017-10-05,0,1
1156,976,3,2017-10-05,12,1
1156,976,4,2017-10-06,12,1
1156,977,2,2017-10-04,22,1
1156,978,3,2017-10-05,0,2
1156,1152,4,2017-10-06,0,1
1156,1155,3,2017-10-05,0,1
1156,1155,4,2017-10-06,13,1
1156,1156,3,2017-10-05,15,1
1156,1156,4,2017-10-06,0,1
1156,1157,2,2017-10-04,20,1
1156,1157,4,2017-10-06,8,2
1156,1333,3,2017-10-05,0,1
1156,1335,2,2017-10-04,9,1
1156,1335,2,2017-10-04,12,1
1156,1335,3,2017-10-05,0,2
1156,1335,3,2017-10-05,8,4
1156,1515,3,2017-10-05,18,1
1156,1515,4,2017-10-06,18,1
1156,1516,3,2017-10-05,18,1
1156,1517,2,2017-10-04,18,1
1156,1517,4,2017-10-06,17,1
1156,1695,3,2017-10-05,0,1
1156,1695,4,2017-10-06,13,1
1156,1873,4,2017-10-06,22,1
1156,2054,3,2017-10-05,0,1
1157,438,2,2017-10-04,21,1
1157,800,2,2017-10-04,0,1
1157,976,2,2017-10-04,6,1
1157,976,2,2017-10-04,12,1
1157,976,3,2017-10-05,0,1
1157,976,3,2017-10-05,18,1
1157,976,4,2017-10-06,13,1
1157,977,2,2017-10-04,14,1
1157,1156,2,2017-10-04,12,1
1157,1156,3,2017-10-05,0,1
1157,1156,4,2017-10-06,11,1
1157,1157,2,2017-10-04,20,1
1157,1157,2,2017-10-04,22,2
1157,1157,3,2017-10-05,8,1
1157,1157,3,2017-10-05,12,1
1157,1158,4,2017-10-06,1,1
1157,1158,4,2017-10-06,19,1
1157,1159,2,2017-10-04,6,1
1157,1337,2,2017-10-04,19,1
1157,1337,3,2017-10-05,0,1
1157,1337,3,2017-10-05,8,1
1157,1337,3,2017-10-05,17,3
1157,1337,4,2017-10-06,7,3
1157,1338,3,2017-10-05,6,1
1157,1338,3,2017-10-05,7,1
1157,1338,3,2017-10-05,13,1
1157,1338,4,2017-10-06,8,1
1157,1338,4,2017-10-06,19,1
1157,1339,3,2017-10-05,8,1
1157,1517,3,2017-10-05,0,1
1157,1518,3,2017-10-05,0,1
1157,1519,3,2017-10-05,14,1
1157,1519,4,2017-10-06,7,1
1157,1697,3,2017-10-05,0,1
1157,1700,4,2017-10-06,0,1
1157,1873,4,2017-10-06,11,1
1158,438,3,2017-10-05,7,1
1158,800,2,2017-10-04,0,1
1158,800,3,2017-10-05,0,3
1158,976,3,2017-10-05,0,1
1158,977,2,2017-10-04,12,1
1158,977,4,2017-10-06,23,1
1158,978,3,2017-10-05,0,1
1158,978,3,2017-10-05,9,1
1158,978,3,2017-10-05,20,1
1158,1153,3,2017-10-05,0,1
1158,1157,3,2017-10-05,14,1
1158,1157,4,2017-10-06,6,1
1158,1157,4,2017-10-06,19,1
